#,Date Time,Temp (°C) c:2,Water Level (meters)
22280,6/1/2019 14:43,7.682,-0.014
22281,6/1/2019 14:44,7.682,-0.013
22282,6/1/2019 14:45,7.682,-0.013
22283,6/1/2019 14:46,7.682,-0.015
22284,6/1/2019 14:47,7.682,-0.012
22285,6/1/2019 14:48,7.682,-0.012
22286,6/1/2019 14:49,7.682,-0.012
22287,6/1/2019 14:50,7.682,-0.012
22288,6/1/2019 14:51,7.682,-0.013
22289,6/1/2019 14:52,7.682,-0.013
22290,6/1/2019 14:53,7.682,-0.012
22291,6/1/2019 14:54,7.682,-0.012
22292,6/1/2019 14:55,7.682,-0.012
22293,6/1/2019 14:56,7.682,-0.012
22294,6/1/2019 14:57,7.682,-0.013
22295,6/1/2019 14:58,7.682,-0.013
22296,6/1/2019 14:59,7.682,-0.013
22297,6/1/2019 15:00,7.682,-0.014
22298,6/1/2019 15:01,7.682,-0.013
22299,6/1/2019 15:02,7.682,-0.013
22300,6/1/2019 15:03,7.682,-0.015
22301,6/1/2019 15:04,7.682,-0.011
22302,6/1/2019 15:05,7.682,-0.012
22303,6/1/2019 15:06,7.682,-0.013
22304,6/1/2019 15:07,7.682,-0.013
22305,6/1/2019 15:08,7.682,-0.011
22306,6/1/2019 15:09,7.682,-0.014
22307,6/1/2019 15:10,7.682,-0.013
22308,6/1/2019 15:11,7.682,-0.013
22309,6/1/2019 15:12,7.682,-0.013
22310,6/1/2019 15:13,7.682,-0.013
22311,6/1/2019 15:14,7.682,-0.012
22312,6/1/2019 15:15,7.682,-0.011
22313,6/1/2019 15:16,7.682,-0.012
22314,6/1/2019 15:17,7.682,-0.011
22315,6/1/2019 15:18,7.682,-0.012
22316,6/1/2019 15:19,7.682,-0.01
22317,6/1/2019 15:20,7.682,-0.012
22318,6/1/2019 15:21,7.682,-0.011
22319,6/1/2019 15:22,7.682,-0.013
22320,6/1/2019 15:23,7.682,-0.012
22321,6/1/2019 15:24,7.682,-0.013
22322,6/1/2019 15:25,7.682,-0.011
22323,6/1/2019 15:26,7.682,-0.013
22324,6/1/2019 15:27,7.682,-0.012
22325,6/1/2019 15:28,7.682,-0.011
22326,6/1/2019 15:29,7.682,-0.011
22327,6/1/2019 15:30,7.682,-0.012
22328,6/1/2019 15:31,7.682,-0.012
22329,6/1/2019 15:32,7.682,-0.011
22330,6/1/2019 15:33,7.682,-0.011
22331,6/1/2019 15:34,7.682,-0.013
22332,6/1/2019 15:35,7.682,-0.01
22333,6/1/2019 15:36,7.682,-0.012
22334,6/1/2019 15:37,7.682,-0.013
22335,6/1/2019 15:38,7.682,-0.013
22336,6/1/2019 15:39,7.682,-0.013
22337,6/1/2019 15:40,7.682,-0.013
22338,6/1/2019 15:41,7.682,-0.014
22339,6/1/2019 15:42,7.682,-0.013
22340,6/1/2019 15:43,7.682,-0.012
22341,6/1/2019 15:44,7.682,-0.011
22342,6/1/2019 15:45,7.682,-0.012
22343,6/1/2019 15:46,7.682,-0.012
22344,6/1/2019 15:47,7.682,-0.011
22345,6/1/2019 15:48,7.682,-0.01
22346,6/1/2019 15:49,7.682,-0.012
22347,6/1/2019 15:50,7.682,-0.009
22348,6/1/2019 15:51,7.682,-0.011
22349,6/1/2019 15:52,7.682,-0.012
22350,6/1/2019 15:53,7.682,-0.011
22351,6/1/2019 15:54,7.682,-0.012
22352,6/1/2019 15:55,7.682,-0.013
22353,6/1/2019 15:56,7.682,-0.013
22354,6/1/2019 15:57,7.682,-0.013
22355,6/1/2019 15:58,7.682,-0.012
22356,6/1/2019 15:59,7.682,-0.01
22357,6/1/2019 16:00,7.682,-0.01
22358,6/1/2019 16:01,7.682,-0.013
22359,6/1/2019 16:02,7.682,-0.011
22360,6/1/2019 16:03,7.682,-0.012
22361,6/1/2019 16:04,7.682,-0.012
22362,6/1/2019 16:05,7.682,-0.011
22363,6/1/2019 16:06,7.682,-0.012
22364,6/1/2019 16:07,7.682,-0.01
22365,6/1/2019 16:08,7.682,-0.012
22366,6/1/2019 16:09,7.682,-0.01
22367,6/1/2019 16:10,7.682,-0.013
22368,6/1/2019 16:11,7.682,-0.012
22369,6/1/2019 16:12,7.682,-0.012
22370,6/1/2019 16:13,7.682,-0.012
22371,6/1/2019 16:14,7.682,-0.013
22372,6/1/2019 16:15,7.682,-0.013
22373,6/1/2019 16:16,7.682,-0.012
22374,6/1/2019 16:17,7.682,-0.012
22375,6/1/2019 16:18,7.682,-0.012
22376,6/1/2019 16:19,7.682,-0.012
22377,6/1/2019 16:20,7.682,-0.012
22378,6/1/2019 16:21,7.682,-0.012
22379,6/1/2019 16:22,7.682,-0.013
22380,6/1/2019 16:23,7.682,-0.012
22381,6/1/2019 16:24,7.682,-0.012
22382,6/1/2019 16:25,7.682,-0.012
22383,6/1/2019 16:26,7.682,-0.013
22384,6/1/2019 16:27,7.682,-0.012
22385,6/1/2019 16:28,7.682,-0.012
22386,6/1/2019 16:29,7.682,-0.012
22387,6/1/2019 16:30,7.682,-0.011
22388,6/1/2019 16:31,7.682,-0.011
22389,6/1/2019 16:32,7.682,-0.011
22390,6/1/2019 16:33,7.682,-0.012
22391,6/1/2019 16:34,7.682,-0.014
22392,6/1/2019 16:35,7.682,-0.012
22393,6/1/2019 16:36,7.682,-0.01
22394,6/1/2019 16:37,7.682,-0.011
22395,6/1/2019 16:38,7.682,-0.013
22396,6/1/2019 16:39,7.682,-0.013
22397,6/1/2019 16:40,7.682,-0.014
22398,6/1/2019 16:41,7.682,-0.013
22399,6/1/2019 16:42,7.682,-0.013
22400,6/1/2019 16:43,7.682,-0.014
22401,6/1/2019 16:44,7.682,-0.014
22402,6/1/2019 16:45,7.682,-0.012
22403,6/1/2019 16:46,7.682,-0.014
22404,6/1/2019 16:47,7.682,-0.013
22405,6/1/2019 16:48,7.682,-0.013
22406,6/1/2019 16:49,7.682,-0.012
22407,6/1/2019 16:50,7.682,-0.013
22408,6/1/2019 16:51,7.682,-0.014
22409,6/1/2019 16:52,7.682,-0.011
22410,6/1/2019 16:53,7.682,-0.011
22411,6/1/2019 16:54,7.682,-0.012
22412,6/1/2019 16:55,7.682,-0.014
22413,6/1/2019 16:56,7.682,-0.014
22414,6/1/2019 16:57,7.682,-0.012
22415,6/1/2019 16:58,7.682,-0.013
22416,6/1/2019 16:59,7.682,-0.014
22417,6/1/2019 17:00,7.682,-0.014
22418,6/1/2019 17:01,7.682,-0.014
22419,6/1/2019 17:02,7.682,-0.013
22420,6/1/2019 17:03,7.782,-0.011
22421,6/1/2019 17:04,7.682,-0.011
22422,6/1/2019 17:05,7.782,-0.012
22423,6/1/2019 17:06,7.682,-0.012
22424,6/1/2019 17:07,7.782,-0.012
22425,6/1/2019 17:08,7.782,-0.01
22426,6/1/2019 17:09,7.782,-0.011
22427,6/1/2019 17:10,7.782,-0.013
22428,6/1/2019 17:11,7.782,-0.011
22429,6/1/2019 17:12,7.782,-0.011
22430,6/1/2019 17:13,7.782,-0.011
22431,6/1/2019 17:14,7.782,-0.011
22432,6/1/2019 17:15,7.782,-0.012
22433,6/1/2019 17:16,7.782,-0.013
22434,6/1/2019 17:17,7.782,-0.013
22435,6/1/2019 17:18,7.782,-0.012
22436,6/1/2019 17:19,7.782,-0.01
22437,6/1/2019 17:20,7.782,-0.01
22438,6/1/2019 17:21,7.782,-0.012
22439,6/1/2019 17:22,7.782,-0.011
22440,6/1/2019 17:23,7.782,-0.011
22441,6/1/2019 17:24,7.782,-0.012
22442,6/1/2019 17:25,7.782,-0.011
22443,6/1/2019 17:26,7.782,-0.013
22444,6/1/2019 17:27,7.782,-0.012
22445,6/1/2019 17:28,7.782,-0.012
22446,6/1/2019 17:29,7.782,-0.012
22447,6/1/2019 17:30,7.782,-0.012
22448,6/1/2019 17:31,7.782,-0.013
22449,6/1/2019 17:32,7.782,-0.013
22450,6/1/2019 17:33,7.782,-0.01
22451,6/1/2019 17:34,7.782,-0.012
22452,6/1/2019 17:35,7.782,-0.013
22453,6/1/2019 17:36,7.782,-0.014
22454,6/1/2019 17:37,7.782,-0.013
22455,6/1/2019 17:38,7.782,-0.011
22456,6/1/2019 17:39,7.782,-0.01
22457,6/1/2019 17:40,7.782,-0.012
22458,6/1/2019 17:41,7.782,-0.011
22459,6/1/2019 17:42,7.782,-0.011
22460,6/1/2019 17:43,7.782,-0.011
22461,6/1/2019 17:44,7.782,-0.01
22462,6/1/2019 17:45,7.782,-0.01
22463,6/1/2019 17:46,7.782,-0.012
22464,6/1/2019 17:47,7.782,-0.012
22465,6/1/2019 17:48,7.782,-0.011
22466,6/1/2019 17:49,7.782,-0.011
22467,6/1/2019 17:50,7.782,-0.012
22468,6/1/2019 17:51,7.782,-0.011
22469,6/1/2019 17:52,7.782,-0.009
22470,6/1/2019 17:53,7.782,-0.01
22471,6/1/2019 17:54,7.782,-0.011
22472,6/1/2019 17:55,7.782,-0.012
22473,6/1/2019 17:56,7.782,-0.009
22474,6/1/2019 17:57,7.782,-0.011
22475,6/1/2019 17:58,7.782,-0.011
22476,6/1/2019 17:59,7.782,-0.011
22477,6/1/2019 18:00,7.782,-0.011
22478,6/1/2019 18:01,7.782,-0.01
22479,6/1/2019 18:02,7.782,-0.01
22480,6/1/2019 18:03,7.782,-0.009
22481,6/1/2019 18:04,7.782,-0.011
22482,6/1/2019 18:05,7.782,-0.011
22483,6/1/2019 18:06,7.782,-0.011
22484,6/1/2019 18:07,7.782,-0.011
22485,6/1/2019 18:08,7.782,-0.012
22486,6/1/2019 18:09,7.782,-0.01
22487,6/1/2019 18:10,7.782,-0.01
22488,6/1/2019 18:11,7.782,-0.01
22489,6/1/2019 18:12,7.782,-0.009
22490,6/1/2019 18:13,7.782,-0.009
22491,6/1/2019 18:14,7.782,-0.009
22492,6/1/2019 18:15,7.782,-0.009
22493,6/1/2019 18:16,7.782,-0.011
22494,6/1/2019 18:17,7.782,-0.01
22495,6/1/2019 18:18,7.782,-0.01
22496,6/1/2019 18:19,7.782,-0.012
22497,6/1/2019 18:20,7.782,-0.009
22498,6/1/2019 18:21,7.782,-0.01
22499,6/1/2019 18:22,7.782,-0.011
22500,6/1/2019 18:23,7.782,-0.009
22501,6/1/2019 18:24,7.782,-0.011
22502,6/1/2019 18:25,7.782,-0.009
22503,6/1/2019 18:26,7.782,-0.008
22504,6/1/2019 18:27,7.782,-0.01
22505,6/1/2019 18:28,7.782,-0.01
22506,6/1/2019 18:29,7.782,-0.01
22507,6/1/2019 18:30,7.782,-0.01
22508,6/1/2019 18:31,7.782,-0.009
22509,6/1/2019 18:32,7.782,-0.009
22510,6/1/2019 18:33,7.782,-0.008
22511,6/1/2019 18:34,7.782,-0.01
22512,6/1/2019 18:35,7.782,-0.008
22513,6/1/2019 18:36,7.782,-0.008
22514,6/1/2019 18:37,7.782,-0.009
22515,6/1/2019 18:38,7.782,-0.008
22516,6/1/2019 18:39,7.782,-0.01
22517,6/1/2019 18:40,7.782,-0.011
22518,6/1/2019 18:41,7.782,-0.009
22519,6/1/2019 18:42,7.782,-0.009
22520,6/1/2019 18:43,7.782,-0.01
22521,6/1/2019 18:44,7.782,-0.009
22522,6/1/2019 18:45,7.782,-0.01
22523,6/1/2019 18:46,7.782,-0.01
22524,6/1/2019 18:47,7.782,-0.009
22525,6/1/2019 18:48,7.782,-0.01
22526,6/1/2019 18:49,7.782,-0.01
22527,6/1/2019 18:50,7.782,-0.008
22528,6/1/2019 18:51,7.782,-0.01
22529,6/1/2019 18:52,7.782,-0.009
22530,6/1/2019 18:53,7.782,-0.01
22531,6/1/2019 18:54,7.782,-0.009
22532,6/1/2019 18:55,7.782,-0.011
22533,6/1/2019 18:56,7.782,-0.01
22534,6/1/2019 18:57,7.782,-0.01
22535,6/1/2019 18:58,7.782,-0.01
22536,6/1/2019 18:59,7.782,-0.011
22537,6/1/2019 19:00,7.782,-0.009
22538,6/1/2019 19:01,7.782,-0.009
22539,6/1/2019 19:02,7.782,-0.008
22540,6/1/2019 19:03,7.782,-0.009
22541,6/1/2019 19:04,7.782,-0.009
22542,6/1/2019 19:05,7.782,-0.009
22543,6/1/2019 19:06,7.782,-0.008
22544,6/1/2019 19:07,7.782,-0.009
22545,6/1/2019 19:08,7.782,-0.008
22546,6/1/2019 19:09,7.782,-0.009
22547,6/1/2019 19:10,7.782,-0.008
22548,6/1/2019 19:11,7.782,-0.01
22549,6/1/2019 19:12,7.782,-0.01
22550,6/1/2019 19:13,7.782,-0.008
22551,6/1/2019 19:14,7.782,-0.009
22552,6/1/2019 19:15,7.782,-0.009
22553,6/1/2019 19:16,7.782,-0.008
22554,6/1/2019 19:17,7.782,-0.009
22555,6/1/2019 19:18,7.782,-0.009
22556,6/1/2019 19:19,7.782,-0.008
22557,6/1/2019 19:20,7.782,-0.01
22558,6/1/2019 19:21,7.782,-0.009
22559,6/1/2019 19:22,7.782,-0.009
22560,6/1/2019 19:23,7.782,-0.01
22561,6/1/2019 19:24,7.782,-0.011
22562,6/1/2019 19:25,7.782,-0.009
22563,6/1/2019 19:26,7.782,-0.009
22564,6/1/2019 19:27,7.782,-0.009
22565,6/1/2019 19:28,7.782,-0.009
22566,6/1/2019 19:29,7.782,-0.008
22567,6/1/2019 19:30,7.782,-0.009
22568,6/1/2019 19:31,7.782,-0.007
22569,6/1/2019 19:32,7.782,-0.009
22570,6/1/2019 19:33,7.782,-0.009
22571,6/1/2019 19:34,7.882,-0.009
22572,6/1/2019 19:35,7.882,-0.009
22573,6/1/2019 19:36,7.782,-0.011
22574,6/1/2019 19:37,7.882,-0.009
22575,6/1/2019 19:38,7.782,-0.01
22576,6/1/2019 19:39,7.882,-0.009
22577,6/1/2019 19:40,7.882,-0.008
22578,6/1/2019 19:41,7.882,-0.008
22579,6/1/2019 19:42,7.782,-0.01
22580,6/1/2019 19:43,7.882,-0.009
22581,6/1/2019 19:44,7.882,-0.009
22582,6/1/2019 19:45,7.882,-0.009
22583,6/1/2019 19:46,7.882,-0.01
22584,6/1/2019 19:47,7.882,-0.011
22585,6/1/2019 19:48,7.882,-0.008
22586,6/1/2019 19:49,7.882,-0.009
22587,6/1/2019 19:50,7.882,-0.009
22588,6/1/2019 19:51,7.882,-0.009
22589,6/1/2019 19:52,7.882,-0.009
22590,6/1/2019 19:53,7.882,-0.008
22591,6/1/2019 19:54,7.882,-0.008
22592,6/1/2019 19:55,7.882,-0.009
22593,6/1/2019 19:56,7.882,-0.012
22594,6/1/2019 19:57,7.882,-0.01
22595,6/1/2019 19:58,7.882,-0.01
22596,6/1/2019 19:59,7.882,-0.008
22597,6/1/2019 20:00,7.882,-0.009
22598,6/1/2019 20:01,7.882,-0.008
22599,6/1/2019 20:02,7.882,-0.01
22600,6/1/2019 20:03,7.882,-0.01
22601,6/1/2019 20:04,7.882,-0.01
22602,6/1/2019 20:05,7.882,-0.009
22603,6/1/2019 20:06,7.882,-0.008
22604,6/1/2019 20:07,7.882,-0.01
22605,6/1/2019 20:08,7.882,-0.011
22606,6/1/2019 20:09,7.882,-0.009
22607,6/1/2019 20:10,7.882,-0.009
22608,6/1/2019 20:11,7.882,-0.009
22609,6/1/2019 20:12,7.882,-0.009
22610,6/1/2019 20:13,7.882,-0.009
22611,6/1/2019 20:14,7.882,-0.008
22612,6/1/2019 20:15,7.882,-0.008
22613,6/1/2019 20:16,7.882,-0.008
22614,6/1/2019 20:17,7.882,-0.008
22615,6/1/2019 20:18,7.882,-0.009
22616,6/1/2019 20:19,7.882,-0.009
22617,6/1/2019 20:20,7.882,-0.008
22618,6/1/2019 20:21,7.882,-0.01
22619,6/1/2019 20:22,7.882,-0.008
22620,6/1/2019 20:23,7.882,-0.009
22621,6/1/2019 20:24,7.882,-0.01
22622,6/1/2019 20:25,7.882,-0.009
22623,6/1/2019 20:26,7.882,-0.009
22624,6/1/2019 20:27,7.882,-0.009
22625,6/1/2019 20:28,7.882,-0.009
22626,6/1/2019 20:29,7.882,-0.007
22627,6/1/2019 20:30,7.882,-0.01
22628,6/1/2019 20:31,7.882,-0.007
22629,6/1/2019 20:32,7.882,-0.009
22630,6/1/2019 20:33,7.882,-0.008
22631,6/1/2019 20:34,7.882,-0.008
22632,6/1/2019 20:35,7.882,-0.01
22633,6/1/2019 20:36,7.882,-0.009
22634,6/1/2019 20:37,7.882,-0.011
22635,6/1/2019 20:38,7.882,-0.01
22636,6/1/2019 20:39,7.882,-0.01
22637,6/1/2019 20:40,7.882,-0.008
22638,6/1/2019 20:41,7.882,-0.009
22639,6/1/2019 20:42,7.882,-0.009
22640,6/1/2019 20:43,7.882,-0.008
22641,6/1/2019 20:44,7.882,-0.009
22642,6/1/2019 20:45,7.882,-0.008
22643,6/1/2019 20:46,7.882,-0.01
22644,6/1/2019 20:47,7.882,-0.009
22645,6/1/2019 20:48,7.882,-0.01
22646,6/1/2019 20:49,7.882,-0.01
22647,6/1/2019 20:50,7.882,-0.009
22648,6/1/2019 20:51,7.882,-0.01
22649,6/1/2019 20:52,7.882,-0.008
22650,6/1/2019 20:53,7.882,-0.009
22651,6/1/2019 20:54,7.882,-0.008
22652,6/1/2019 20:55,7.882,-0.007
22653,6/1/2019 20:56,7.882,-0.008
22654,6/1/2019 20:57,7.882,-0.008
22655,6/1/2019 20:58,7.882,-0.007
22656,6/1/2019 20:59,7.882,-0.008
22657,6/1/2019 21:00,7.882,-0.008
22658,6/1/2019 21:01,7.882,-0.007
22659,6/1/2019 21:02,7.882,-0.007
22660,6/1/2019 21:03,7.882,-0.008
22661,6/1/2019 21:04,7.882,-0.009
22662,6/1/2019 21:05,7.882,-0.009
22663,6/1/2019 21:06,7.882,-0.008
22664,6/1/2019 21:07,7.882,-0.007
22665,6/1/2019 21:08,7.882,-0.008
22666,6/1/2019 21:09,7.882,-0.008
22667,6/1/2019 21:10,7.882,-0.007
22668,6/1/2019 21:11,7.882,-0.006
22669,6/1/2019 21:12,7.882,-0.008
22670,6/1/2019 21:13,7.882,-0.008
22671,6/1/2019 21:14,7.882,-0.008
22672,6/1/2019 21:15,7.882,-0.008
22673,6/1/2019 21:16,7.882,-0.008
22674,6/1/2019 21:17,7.882,-0.007
22675,6/1/2019 21:18,7.882,-0.008
22676,6/1/2019 21:19,7.882,-0.006
22677,6/1/2019 21:20,7.882,-0.007
22678,6/1/2019 21:21,7.882,-0.007
22679,6/1/2019 21:22,7.882,-0.007
22680,6/1/2019 21:23,7.882,-0.007
22681,6/1/2019 21:24,7.882,-0.006
22682,6/1/2019 21:25,7.882,-0.008
22683,6/1/2019 21:26,7.882,-0.008
22684,6/1/2019 21:27,7.882,-0.008
22685,6/1/2019 21:28,7.882,-0.007
22686,6/1/2019 21:29,7.882,-0.009
22687,6/1/2019 21:30,7.882,-0.007
22688,6/1/2019 21:31,7.882,-0.006
22689,6/1/2019 21:32,7.882,-0.007
22690,6/1/2019 21:33,7.882,-0.006
22691,6/1/2019 21:34,7.882,-0.007
22692,6/1/2019 21:35,7.882,-0.007
22693,6/1/2019 21:36,7.882,-0.007
22694,6/1/2019 21:37,7.882,-0.007
22695,6/1/2019 21:38,7.882,-0.007
22696,6/1/2019 21:39,7.882,-0.007
22697,6/1/2019 21:40,7.882,-0.007
22698,6/1/2019 21:41,7.882,-0.006
22699,6/1/2019 21:42,7.882,-0.007
22700,6/1/2019 21:43,7.882,-0.007
22701,6/1/2019 21:44,7.882,-0.006
22702,6/1/2019 21:45,7.882,-0.006
22703,6/1/2019 21:46,7.882,-0.005
22704,6/1/2019 21:47,7.882,-0.006
22705,6/1/2019 21:48,7.882,-0.006
22706,6/1/2019 21:49,7.882,-0.005
22707,6/1/2019 21:50,7.882,-0.005
22708,6/1/2019 21:51,7.882,-0.006
22709,6/1/2019 21:52,7.882,-0.005
22710,6/1/2019 21:53,7.882,-0.005
22711,6/1/2019 21:54,7.882,-0.006
22712,6/1/2019 21:55,7.882,-0.006
22713,6/1/2019 21:56,7.882,-0.006
22714,6/1/2019 21:57,7.882,-0.006
22715,6/1/2019 21:58,7.882,-0.006
22716,6/1/2019 21:59,7.882,-0.008
22717,6/1/2019 22:00,7.882,-0.006
22718,6/1/2019 22:01,7.882,-0.006
22719,6/1/2019 22:02,7.882,-0.007
22720,6/1/2019 22:03,7.882,-0.009
22721,6/1/2019 22:04,7.882,-0.008
22722,6/1/2019 22:05,7.882,-0.007
22723,6/1/2019 22:06,7.882,-0.007
22724,6/1/2019 22:07,7.882,-0.009
22725,6/1/2019 22:08,7.882,-0.008
22726,6/1/2019 22:09,7.882,-0.007
22727,6/1/2019 22:10,7.882,-0.008
22728,6/1/2019 22:11,7.882,-0.008
22729,6/1/2019 22:12,7.882,-0.007
22730,6/1/2019 22:13,7.882,-0.009
22731,6/1/2019 22:14,7.882,-0.007
22732,6/1/2019 22:15,7.882,-0.007
22733,6/1/2019 22:16,7.882,-0.007
22734,6/1/2019 22:17,7.882,-0.006
22735,6/1/2019 22:18,7.882,-0.007
22736,6/1/2019 22:19,7.882,-0.005
22737,6/1/2019 22:20,7.882,-0.008
22738,6/1/2019 22:21,7.882,-0.008
22739,6/1/2019 22:22,7.882,-0.007
22740,6/1/2019 22:23,7.882,-0.008
22741,6/1/2019 22:24,7.882,-0.007
22742,6/1/2019 22:25,7.882,-0.008
22743,6/1/2019 22:26,7.882,-0.009
22744,6/1/2019 22:27,7.882,-0.009
22745,6/1/2019 22:28,7.882,-0.008
22746,6/1/2019 22:29,7.882,-0.008
22747,6/1/2019 22:30,7.882,-0.008
22748,6/1/2019 22:31,7.882,-0.006
22749,6/1/2019 22:32,7.882,-0.006
22750,6/1/2019 22:33,7.882,-0.009
22751,6/1/2019 22:34,7.882,-0.008
22752,6/1/2019 22:35,7.882,-0.009
22753,6/1/2019 22:36,7.882,-0.006
22754,6/1/2019 22:37,7.882,-0.006
22755,6/1/2019 22:38,7.882,-0.008
22756,6/1/2019 22:39,7.882,-0.007
22757,6/1/2019 22:40,7.882,-0.008
22758,6/1/2019 22:41,7.882,-0.008
22759,6/1/2019 22:42,7.882,-0.007
22760,6/1/2019 22:43,7.882,-0.008
22761,6/1/2019 22:44,7.882,-0.008
22762,6/1/2019 22:45,7.882,-0.007
22763,6/1/2019 22:46,7.882,-0.008
22764,6/1/2019 22:47,7.882,-0.007
22765,6/1/2019 22:48,7.882,-0.007
22766,6/1/2019 22:49,7.882,-0.008
22767,6/1/2019 22:50,7.882,-0.008
22768,6/1/2019 22:51,7.882,-0.01
22769,6/1/2019 22:52,7.882,-0.009
22770,6/1/2019 22:53,7.882,-0.008
22771,6/1/2019 22:54,7.882,-0.009
22772,6/1/2019 22:55,7.882,-0.009
22773,6/1/2019 22:56,7.882,-0.009
22774,6/1/2019 22:57,7.882,-0.008
22775,6/1/2019 22:58,7.882,-0.007
22776,6/1/2019 22:59,7.882,-0.008
22777,6/1/2019 23:00,7.882,-0.008
22778,6/1/2019 23:01,7.882,-0.007
22779,6/1/2019 23:02,7.882,-0.009
22780,6/1/2019 23:03,7.882,-0.008
22781,6/1/2019 23:04,7.882,-0.007
22782,6/1/2019 23:05,7.882,-0.006
22783,6/1/2019 23:06,7.882,-0.007
22784,6/1/2019 23:07,7.882,-0.006
22785,6/1/2019 23:08,7.882,-0.008
22786,6/1/2019 23:09,7.882,-0.008
22787,6/1/2019 23:10,7.882,-0.008
22788,6/1/2019 23:11,7.882,-0.007
22789,6/1/2019 23:12,7.882,-0.009
22790,6/1/2019 23:13,7.882,-0.008
22791,6/1/2019 23:14,7.882,-0.008
22792,6/1/2019 23:15,7.882,-0.009
22793,6/1/2019 23:16,7.882,-0.007
22794,6/1/2019 23:17,7.882,-0.009
22795,6/1/2019 23:18,7.882,-0.009
22796,6/1/2019 23:19,7.882,-0.008
22797,6/1/2019 23:20,7.882,-0.01
22798,6/1/2019 23:21,7.882,-0.009
22799,6/1/2019 23:22,7.882,-0.009
22800,6/1/2019 23:23,7.882,-0.01
22801,6/1/2019 23:24,7.882,-0.009
22802,6/1/2019 23:25,7.882,-0.009
22803,6/1/2019 23:26,7.882,-0.009
22804,6/1/2019 23:27,7.882,-0.008
22805,6/1/2019 23:28,7.882,-0.008
22806,6/1/2019 23:29,7.882,-0.009
22807,6/1/2019 23:30,7.882,-0.009
22808,6/1/2019 23:31,7.882,-0.009
22809,6/1/2019 23:32,7.882,-0.009
22810,6/1/2019 23:33,7.882,-0.008
22811,6/1/2019 23:34,7.882,-0.008
22812,6/1/2019 23:35,7.882,-0.008
22813,6/1/2019 23:36,7.882,-0.007
22814,6/1/2019 23:37,7.882,-0.008
22815,6/1/2019 23:38,7.882,-0.008
22816,6/1/2019 23:39,7.882,-0.008
22817,6/1/2019 23:40,7.882,-0.008
22818,6/1/2019 23:41,7.882,-0.008
22819,6/1/2019 23:42,7.882,-0.008
22820,6/1/2019 23:43,7.882,-0.008
22821,6/1/2019 23:44,7.882,-0.008
22822,6/1/2019 23:45,7.882,-0.007
22823,6/1/2019 23:46,7.882,-0.007
22824,6/1/2019 23:47,7.882,-0.006
22825,6/1/2019 23:48,7.882,-0.006
22826,6/1/2019 23:49,7.882,-0.006
22827,6/1/2019 23:50,7.882,-0.006
22828,6/1/2019 23:51,7.882,-0.005
22829,6/1/2019 23:52,7.882,-0.007
22830,6/1/2019 23:53,7.882,-0.005
22831,6/1/2019 23:54,7.882,-0.005
22832,6/1/2019 23:55,7.882,-0.007
22833,6/1/2019 23:56,7.882,-0.007
22834,6/1/2019 23:57,7.882,-0.008
22835,6/1/2019 23:58,7.882,-0.007
22836,6/1/2019 23:59,7.882,-0.008
22837,6/2/2019 0:00,7.882,-0.007
22838,6/2/2019 0:01,7.882,-0.007
22839,6/2/2019 0:02,7.882,-0.006
22840,6/2/2019 0:03,7.882,-0.006
22841,6/2/2019 0:04,7.882,-0.006
22842,6/2/2019 0:05,7.882,-0.008
22843,6/2/2019 0:06,7.882,-0.007
22844,6/2/2019 0:07,7.882,-0.008
22845,6/2/2019 0:08,7.882,-0.007
22846,6/2/2019 0:09,7.882,-0.007
22847,6/2/2019 0:10,7.882,-0.007
22848,6/2/2019 0:11,7.882,-0.008
22849,6/2/2019 0:12,7.882,-0.008
22850,6/2/2019 0:13,7.882,-0.008
22851,6/2/2019 0:14,7.882,-0.008
22852,6/2/2019 0:15,7.882,-0.009
22853,6/2/2019 0:16,7.882,-0.008
22854,6/2/2019 0:17,7.882,-0.007
22855,6/2/2019 0:18,7.882,-0.006
22856,6/2/2019 0:19,7.882,-0.007
22857,6/2/2019 0:20,7.882,-0.007
22858,6/2/2019 0:21,7.882,-0.005
22859,6/2/2019 0:22,7.882,-0.007
22860,6/2/2019 0:23,7.882,-0.007
22861,6/2/2019 0:24,7.882,-0.007
22862,6/2/2019 0:25,7.882,-0.006
22863,6/2/2019 0:26,7.882,-0.007
22864,6/2/2019 0:27,7.882,-0.008
22865,6/2/2019 0:28,7.882,-0.006
22866,6/2/2019 0:29,7.882,-0.006
22867,6/2/2019 0:30,7.882,-0.007
22868,6/2/2019 0:31,7.882,-0.008
22869,6/2/2019 0:32,7.882,-0.007
22870,6/2/2019 0:33,7.882,-0.006
22871,6/2/2019 0:34,7.882,-0.01
22872,6/2/2019 0:35,7.882,-0.008
22873,6/2/2019 0:36,7.882,-0.006
22874,6/2/2019 0:37,7.882,-0.007
22875,6/2/2019 0:38,7.882,-0.008
22876,6/2/2019 0:39,7.882,-0.006
22877,6/2/2019 0:40,7.882,-0.005
22878,6/2/2019 0:41,7.882,-0.006
22879,6/2/2019 0:42,7.882,-0.008
22880,6/2/2019 0:43,7.882,-0.006
22881,6/2/2019 0:44,7.882,-0.007
22882,6/2/2019 0:45,7.882,-0.007
22883,6/2/2019 0:46,7.882,-0.007
22884,6/2/2019 0:47,7.882,-0.006
22885,6/2/2019 0:48,7.882,-0.007
22886,6/2/2019 0:49,7.882,-0.006
